sl_no,hospital_name,taluk,district,search_address,lat,lon
174,Narayana Multispeciality Hospital Whitefield,Bengaluru North,Bengaluru Urban,"Narayana Multispeciality Hospital Whitefield, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9081999,77.6435264
175,Altius Hospital Pvt Ltd    A Unit Of Dr.Ramesh Hospital,Bengaluru North,Bengaluru Urban,"Altius Hospital Pvt Ltd    A Unit Of Dr.Ramesh Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
176,Narayana Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Narayana Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9081999,77.6435264
177,Care Woman And Childrens Clinic,Bengaluru North,Bengaluru Urban,"Care Woman And Childrens Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.930236,77.6068856
179,Narayana Medical Center,Bengaluru North,Bengaluru Urban,"Narayana Medical Center, Bengaluru North, Bengaluru Urban, Karnataka, India",12.956731,77.605643
180,Chirag Hospital,Bengaluru North,Bengaluru Urban,"Chirag Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9125951,77.5914127
182,Rashmi Hospital,Bengaluru North,Bengaluru Urban,"Rashmi Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.976816,77.636291
184,Sree Lakshmi Hospital,Bengaluru North,Bengaluru Urban,"Sree Lakshmi Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.881217,77.751651
185,Shraddha Healthcare And Nursing,Bengaluru North,Bengaluru Urban,"Shraddha Healthcare And Nursing, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
186,Ganga Speciality Hospital,Bengaluru North,Bengaluru Urban,"Ganga Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.709624,77.701376
187,Altius Hospital,Bengaluru North,Bengaluru Urban,"Altius Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.984804,77.557078
188,Sushila Mathrutva Clinic,Bengaluru North,Bengaluru Urban,"Sushila Mathrutva Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9224558,77.5497481
189,Usha Specialty Clinic,Bengaluru North,Bengaluru Urban,"Usha Specialty Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9943678,77.610452
190,K K Hospital,Bengaluru North,Bengaluru Urban,"K K Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
192,Deepasri Multispecialities Hospital,Bengaluru North,Bengaluru Urban,"Deepasri Multispecialities Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8697219,77.5820703
193,Mithr Womens Health,Bengaluru North,Bengaluru Urban,"Mithr Womens Health, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
194,Dr. Varmas Jyothi Prasad Nursing Home Pvt Ltd,Bengaluru North,Bengaluru Urban,"Dr. Varmas Jyothi Prasad Nursing Home Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
195,Sakra Premium Clinic,Bengaluru North,Bengaluru Urban,"Sakra Premium Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.914326,77.677423
196,Khushi Fertility And Ivf Centre,Bengaluru North,Bengaluru Urban,"Khushi Fertility And Ivf Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
197,Kamadhenu Hospitals India Pvt Ltd,Bengaluru North,Bengaluru Urban,"Kamadhenu Hospitals India Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.880792,77.645426
198,Sakra Premium Clinic A Unit Of Takshasila Hospitals Operating Private Limited,Bengaluru North,Bengaluru Urban,"Sakra Premium Clinic A Unit Of Takshasila Hospitals Operating Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
199,Care & Cure Fertility,Bengaluru North,Bengaluru Urban,"Care & Cure Fertility, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
201,Motherhood Anjana Women And Childrens Clinic. A Unit Of Rhea Healthcare Pvt Ltd,Bengaluru North,Bengaluru Urban,"Motherhood Anjana Women And Childrens Clinic. A Unit Of Rhea Healthcare Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
202,Zion Hospitals And Research Centre Pvt. Ltd,Bengaluru North,Bengaluru Urban,"Zion Hospitals And Research Centre Pvt. Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9704689,77.5561925
203,Kangaroo Woman And  Child Care,Bengaluru North,Bengaluru Urban,"Kangaroo Woman And  Child Care, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
205,Kshema  Hospital,Bengaluru North,Bengaluru Urban,"Kshema  Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8967848,77.7192427
207,Shree Krishna Clinic,Bengaluru North,Bengaluru Urban,"Shree Krishna Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0516732,77.6923903
209,Mathru Hospital,Bengaluru North,Bengaluru Urban,"Mathru Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8826327,77.5462114
210,Srinivasa Nursing Home,Bengaluru North,Bengaluru Urban,"Srinivasa Nursing Home, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0223829,77.5200244
211,Kamadhenu Hospital,Bengaluru North,Bengaluru Urban,"Kamadhenu Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9754892,77.5349906
212,Asha Nursing Home,Bengaluru North,Bengaluru Urban,"Asha Nursing Home, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0135129,77.6604188
213,Garbhagudi Ivf Centre Pvt.Ltd,Bengaluru North,Bengaluru Urban,"Garbhagudi Ivf Centre Pvt.Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9416008,77.5564892
214,Garbhagudi Ivf Centre Pvt Ltd,Bengaluru North,Bengaluru Urban,"Garbhagudi Ivf Centre Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9416008,77.5564892
217,New Janapriya Super Speciality Hospital    A Unit Of Audikesh Hospitals Private Limited,Bengaluru North,Bengaluru Urban,"New Janapriya Super Speciality Hospital    A Unit Of Audikesh Hospitals Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
219,Krushna,Bengaluru North,Bengaluru Urban,"Krushna, Bengaluru North, Bengaluru Urban, Karnataka, India",13.09299362,77.45501147
220,Devaki Nursign Home,Bengaluru North,Bengaluru Urban,"Devaki Nursign Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
221,Devaki,Bengaluru North,Bengaluru Urban,"Devaki, Bengaluru North, Bengaluru Urban, Karnataka, India",12.92283698,77.55527767
222,Raksha Orthopedic And Multispeciality Centre,Bengaluru North,Bengaluru Urban,"Raksha Orthopedic And Multispeciality Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
223,Elite Hospital,Bengaluru North,Bengaluru Urban,"Elite Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.781571,77.771401
224,Sri Srinivasa Clinic Endoscopy And Daycare Centre,Bengaluru North,Bengaluru Urban,"Sri Srinivasa Clinic Endoscopy And Daycare Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.926286,77.554831
226,Sri Lakshmi Multi Speciality Hospital,Bengaluru North,Bengaluru Urban,"Sri Lakshmi Multi Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.988129,77.508677
227,Rays Scans And Lab Clinics Pvt Ltd,Bengaluru North,Bengaluru Urban,"Rays Scans And Lab Clinics Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9359075,77.6171179
228,Apollo Specialty Hospital Private Limited,Bengaluru North,Bengaluru Urban,"Apollo Specialty Hospital Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",13.008473,77.568338
229,Valenshospitals Llp,Bengaluru North,Bengaluru Urban,"Valenshospitals Llp, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
230,Gayathri Hospital Pvt.Ltd,Bengaluru North,Bengaluru Urban,"Gayathri Hospital Pvt.Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9742632,77.5426818
231,The Genesis Women And Child Health Care,Bengaluru North,Bengaluru Urban,"The Genesis Women And Child Health Care, Bengaluru North, Bengaluru Urban, Karnataka, India",13.093254,77.583699
232,Sevakshetra Hospital Unit Of Canara Bank Relief & Welfare Society,Bengaluru North,Bengaluru Urban,"Sevakshetra Hospital Unit Of Canara Bank Relief & Welfare Society, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
233,Sri Sri College Of Ayurvedic Science And Research Hospital,Bengaluru North,Bengaluru Urban,"Sri Sri College Of Ayurvedic Science And Research Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.822284,77.521075
234,"Marvel Multispeciality Hospital  A Unit Of Sankeerthana Hospitals Pvt.Ltd.,",Bengaluru North,Bengaluru Urban,"Marvel Multispeciality Hospital  A Unit Of Sankeerthana Hospitals Pvt.Ltd.,, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
238,Anupama Hospital,Bengaluru North,Bengaluru Urban,"Anupama Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9832434,77.4787185
239,Janapriya Hospitals Healthcare,Bengaluru North,Bengaluru Urban,"Janapriya Hospitals Healthcare, Bengaluru North, Bengaluru Urban, Karnataka, India",13.009037,77.643684
240,Columbia Asia Hospital,Bengaluru North,Bengaluru Urban,"Columbia Asia Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0509741,77.5933952
242,North Bangalore Hospital,Bengaluru North,Bengaluru Urban,"North Bangalore Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
243,Pragathi Nursing Home,Bengaluru North,Bengaluru Urban,"Pragathi Nursing Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.99884,77.5462736
244,Padmashree Nursing And Maternity Home,Bengaluru North,Bengaluru Urban,"Padmashree Nursing And Maternity Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9497855,77.5271479
245,Yashomati Hospitals Pvt.Ltd.,Bengaluru North,Bengaluru Urban,"Yashomati Hospitals Pvt.Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.955722,77.711254
246,Ideal Nursing Home And Research Centre,Bengaluru North,Bengaluru Urban,"Ideal Nursing Home And Research Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
247,Nano Hospitals,Bengaluru North,Bengaluru Urban,"Nano Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",12.881008,77.610222
248,Kangaroo Care Hospital A Unit Of Surabhi Healthcare And Research Pvt.Ltd.,Bengaluru North,Bengaluru Urban,"Kangaroo Care Hospital A Unit Of Surabhi Healthcare And Research Pvt.Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
249,Meghana Nursing And Maternity Home,Bengaluru North,Bengaluru Urban,"Meghana Nursing And Maternity Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9941024,77.7177191
250,Pan Nagarabhavi Hospitals Pvt Ltd,Bengaluru North,Bengaluru Urban,"Pan Nagarabhavi Hospitals Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9731811,77.5113754
252,Alvas Health Centre,Bengaluru North,Bengaluru Urban,"Alvas Health Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9589,77.6587
253,Motherhood Hospital  A Unit Of Rhea Healthcare Private Limited,Bengaluru North,Bengaluru Urban,"Motherhood Hospital  A Unit Of Rhea Healthcare Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
256,Usha Vikranth Diagnostic And Hospital,Bengaluru North,Bengaluru Urban,"Usha Vikranth Diagnostic And Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9138448,77.5273236
258,Motherhood Hospital A Unit Of Reha Health Care,Bengaluru North,Bengaluru Urban,"Motherhood Hospital A Unit Of Reha Health Care, Bengaluru North, Bengaluru Urban, Karnataka, India",12.860475,77.780236
260,Kanva Sri Sai Hospital,Bengaluru North,Bengaluru Urban,"Kanva Sri Sai Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0175632,77.5395166
261,Aaxis Super Speciality Hospital,Bengaluru North,Bengaluru Urban,"Aaxis Super Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.070628,77.502344
262,Aaxis Hospitals,Bengaluru North,Bengaluru Urban,"Aaxis Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0060844,77.7568792
263,Iaim Healthcare Center,Bengaluru North,Bengaluru Urban,"Iaim Healthcare Center, Bengaluru North, Bengaluru Urban, Karnataka, India",12.997883,77.543726
265,Pavan Hospital,Bengaluru North,Bengaluru Urban,"Pavan Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.098149,77.596147
266,Sakhii Hospital  A Unit Of Healthcare Services,Bengaluru North,Bengaluru Urban,"Sakhii Hospital  A Unit Of Healthcare Services, Bengaluru North, Bengaluru Urban, Karnataka, India",12.90539818,77.603295
267,Sakhii Hospital(A Unit Of Prasad Health Care Services),Bengaluru North,Bengaluru Urban,"Sakhii Hospital(A Unit Of Prasad Health Care Services), Bengaluru North, Bengaluru Urban, Karnataka, India",12.90539818,77.603295
269,Supurva Hospitals Private Limited,Bengaluru North,Bengaluru Urban,"Supurva Hospitals Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.990269,77.573099
271,Divakars Speciality Hospital,Bengaluru North,Bengaluru Urban,"Divakars Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9564531,77.5829154
273,Kamath Multicare Clinic,Bengaluru North,Bengaluru Urban,"Kamath Multicare Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0025474,77.6347781
275,Essential Hospital,Bengaluru North,Bengaluru Urban,"Essential Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9749016,77.5095487
276,Sri Sai Krupa Hospital,Bengaluru North,Bengaluru Urban,"Sri Sai Krupa Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.029558,77.5594998
277,Kethams Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Kethams Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0686973,77.5583908
278,Prashanth Hospital,Bengaluru North,Bengaluru Urban,"Prashanth Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9067483,77.6287108
279,Shobha Maternity And Surgical Healthcare Centre,Bengaluru North,Bengaluru Urban,"Shobha Maternity And Surgical Healthcare Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9223326,77.5202203
280,Manjunath Hospital,Bengaluru North,Bengaluru Urban,"Manjunath Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.94844,77.5940792
283,Sri Balaji Hospital,Bengaluru North,Bengaluru Urban,"Sri Balaji Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9445236,77.5722919
284,Hope Hospital Tulasi Healthcare Services,Bengaluru North,Bengaluru Urban,"Hope Hospital Tulasi Healthcare Services, Bengaluru North, Bengaluru Urban, Karnataka, India",12.958154,77.708578
285,Agadi Hospital And Research Centre,Bengaluru North,Bengaluru Urban,"Agadi Hospital And Research Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",13.005764,77.565576
286,Sujatha Hospital A Unit Of Santosh Hospital,Bengaluru North,Bengaluru Urban,"Sujatha Hospital A Unit Of Santosh Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.995934,77.608232
287,Namratha Nursig And Maternity Home,Bengaluru North,Bengaluru Urban,"Namratha Nursig And Maternity Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9497855,77.5271479
288,Sreenagar Hospital,Bengaluru North,Bengaluru Urban,"Sreenagar Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.940874,77.58600699
290,Ssnmc Super Specialty Hospital  A Unit Of Dr. Shettys New Medical Centre Private Limited,Bengaluru North,Bengaluru Urban,"Ssnmc Super Specialty Hospital  A Unit Of Dr. Shettys New Medical Centre Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
291,Suguna Hospital,Bengaluru North,Bengaluru Urban,"Suguna Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9802537,77.5549664
292,Anugraha Vittala Hospital,Bengaluru North,Bengaluru Urban,"Anugraha Vittala Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.01624204,77.65314088
293,Medizone Medical Centre,Bengaluru North,Bengaluru Urban,"Medizone Medical Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.968997,77.6826791
294,Gayathri Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Gayathri Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9742632,77.5426818
295,Astra Super Speciality Hospital,Bengaluru North,Bengaluru Urban,"Astra Super Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.890877,77.563231
296,Sankeerthana Hosptials  Pvt.Ltd.,Bengaluru North,Bengaluru Urban,"Sankeerthana Hosptials  Pvt.Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
297,Punya Hospitals India Pvt Ltd,Bengaluru North,Bengaluru Urban,"Punya Hospitals India Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.880792,77.645426
298,Punya Hospitals India Pvt Plt,Bengaluru North,Bengaluru Urban,"Punya Hospitals India Pvt Plt, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0008464,77.5364699
299,Raksha Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Raksha Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.019597,77.541931
300,Bangalore Prime Hospital,Bengaluru North,Bengaluru Urban,"Bangalore Prime Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.066765,77.6386675
301,Matru Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Matru Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9190968,77.6382137
302,Smt Shantha And Sri J A Narayana Rao Foundation For Medical Sciences,Bengaluru North,Bengaluru Urban,"Smt Shantha And Sri J A Narayana Rao Foundation For Medical Sciences, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
303,Aveksha Hospital,Bengaluru North,Bengaluru Urban,"Aveksha Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0816652,77.5405795
304,Panacea Hospitals Pvt Ltd,Bengaluru North,Bengaluru Urban,"Panacea Hospitals Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9931396,77.5388412
305,S K Hospital,Bengaluru North,Bengaluru Urban,"S K Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
308,Svastha Hospital,Bengaluru North,Bengaluru Urban,"Svastha Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9659286,77.749305
310,Yashomati Hospitals Pvt. Ltd.,Bengaluru North,Bengaluru Urban,"Yashomati Hospitals Pvt. Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.955722,77.711254
311,Motherhood Hospital Sahakaranagar,Bengaluru North,Bengaluru Urban,"Motherhood Hospital Sahakaranagar, Bengaluru North, Bengaluru Urban, Karnataka, India",13.061631,77.592971
312,Geetha Maternity And Surgical Center,Bengaluru North,Bengaluru Urban,"Geetha Maternity And Surgical Center, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9223326,77.5202203
313,Bms Hospital Trust,Bengaluru North,Bengaluru Urban,"Bms Hospital Trust, Bengaluru North, Bengaluru Urban, Karnataka, India",12.941311,77.567611
314,Green City Hospital,Bengaluru North,Bengaluru Urban,"Green City Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9055682,77.5852602
316,Bangalore Medical And Surgical Centre,Bengaluru North,Bengaluru Urban,"Bangalore Medical And Surgical Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",13.027105,77.5780371
317,The Oxford Medical College Hospital And Research Centre,Bengaluru North,Bengaluru Urban,"The Oxford Medical College Hospital And Research Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.982909,77.536804
319,Ovum Hospitals Unit Of Neonatal Care And Reserch Institute Pvt Ltd,Bengaluru North,Bengaluru Urban,"Ovum Hospitals Unit Of Neonatal Care And Reserch Institute Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
